t_s,t_ms,src_gw,src_name,old_sat,new_sat,event,gw_lat,gw_lon,old_sat_lat,old_sat_lon,new_sat_lat,new_sat_lon,new_elevation_deg,new_dist_km
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
0,0,44,Router_Vinh,-1,13,initial,18.6717,105.6922,,,26.4365,109.8332,41.29,1508.1
0,0,44,Router_Vinh,-1,13,initial,18.6717,105.6922,,,26.4365,109.8332,41.29,1508.1
0,0,44,Router_Vinh,-1,13,initial,18.6717,105.6922,,,26.4365,109.8332,41.29,1508.1
0,0,45,Router_CanTho,-1,20,initial,10.0341,105.788,,,8.8584,95.0101,34.53,1679.0
0,0,43,Router_Hue,-1,20,initial,16.4674,107.5905,,,8.8584,95.0101,24.59,2037.2
0,0,43,Router_Hue,-1,13,initial,16.4674,107.5905,,,26.4365,109.8332,35.9,1641.0
0,0,43,Router_Hue,-1,13,initial,16.4674,107.5905,,,26.4365,109.8332,35.9,1641.0
0,0,42,HCM,-1,13,initial,10.8231,106.6297,,,26.4365,109.8332,21.18,2198.6
0,0,42,HCM,-1,20,initial,10.8231,106.6297,,,8.8584,95.0101,31.77,1764.3
0,0,46,Router_HaNoi,-1,13,initial,21.0245,105.8412,,,26.4365,109.8332,50.21,1343.1
0,0,42,HCM,-1,13,initial,10.8231,106.6297,,,26.4365,109.8332,21.18,2198.6
0,0,42,HCM,-1,20,initial,10.8231,106.6297,,,8.8584,95.0101,31.77,1764.3
0,0,45,Router_CanTho,-1,13,initial,10.0341,105.788,,,26.4365,109.8332,19.33,2296.2
0,0,42,HCM,-1,20,initial,10.8231,106.6297,,,8.8584,95.0101,31.77,1764.3
0,0,41,DN,-1,13,initial,16.0544,108.2022,,,26.4365,109.8332,34.91,1668.8
0,0,46,Router_HaNoi,-1,13,initial,21.0245,105.8412,,,26.4365,109.8332,50.21,1343.1
0,0,41,DN,-1,20,initial,16.0544,108.2022,,,8.8584,95.0101,23.87,2069.6
0,0,41,DN,-1,13,initial,16.0544,108.2022,,,26.4365,109.8332,34.91,1668.8
0,0,41,DN,-1,13,initial,16.0544,108.2022,,,26.4365,109.8332,34.91,1668.8
0,0,41,DN,-1,20,initial,16.0544,108.2022,,,8.8584,95.0101,23.87,2069.6
0,0,41,DN,-1,13,initial,16.0544,108.2022,,,26.4365,109.8332,34.91,1668.8
0,0,46,Router_HaNoi,-1,13,initial,21.0245,105.8412,,,26.4365,109.8332,50.21,1343.1
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
0,0,42,HCM,-1,13,initial,10.8231,106.6297,,,26.4365,109.8332,21.18,2198.6
0,0,45,Router_CanTho,-1,20,initial,10.0341,105.788,,,8.8584,95.0101,34.53,1679.0
0,0,40,HN,-1,13,initial,21.0278,105.8342,,,26.4365,109.8332,50.21,1343.2
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.4223,109.8897,26.4223,109.8897,35.91,1640.7
1,1000,43,Router_Hue,20,20,stay,16.4674,107.5905,8.8855,95.0557,8.8855,95.0557,24.71,2031.9
1,1000,41,DN,13,13,stay,16.0544,108.2022,26.4223,109.8897,26.4223,109.8897,34.93,1668.2
1,1000,42,HCM,13,13,stay,10.8231,106.6297,26.4223,109.8897,26.4223,109.8897,21.19,2198.2
1,1000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4223,109.8897,26.4223,109.8897,50.13,1344.3
1,1000,41,DN,13,13,stay,16.0544,108.2022,26.4223,109.8897,26.4223,109.8897,34.93,1668.2
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,42,HCM,20,20,stay,10.8231,106.6297,8.8855,95.0557,8.8855,95.0557,31.91,1759.7
1,1000,42,HCM,20,20,stay,10.8231,106.6297,8.8855,95.0557,8.8855,95.0557,31.91,1759.7
1,1000,41,DN,20,20,stay,16.0544,108.2022,8.8855,95.0557,8.8855,95.0557,23.98,2064.2
1,1000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.8855,95.0557,8.8855,95.0557,34.68,1674.6
1,1000,42,HCM,13,13,stay,10.8231,106.6297,26.4223,109.8897,26.4223,109.8897,21.19,2198.2
1,1000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4223,109.8897,26.4223,109.8897,41.25,1508.9
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,41,DN,13,13,stay,16.0544,108.2022,26.4223,109.8897,26.4223,109.8897,34.93,1668.2
1,1000,42,HCM,13,13,stay,10.8231,106.6297,26.4223,109.8897,26.4223,109.8897,21.19,2198.2
1,1000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4223,109.8897,26.4223,109.8897,41.25,1508.9
1,1000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.4223,109.8897,26.4223,109.8897,35.91,1640.7
1,1000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4223,109.8897,26.4223,109.8897,50.13,1344.3
1,1000,41,DN,13,13,stay,16.0544,108.2022,26.4223,109.8897,26.4223,109.8897,34.93,1668.2
1,1000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4223,109.8897,26.4223,109.8897,50.13,1344.3
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,40,HN,13,13,stay,21.0278,105.8342,26.4223,109.8897,26.4223,109.8897,50.13,1344.4
1,1000,41,DN,20,20,stay,16.0544,108.2022,8.8855,95.0557,8.8855,95.0557,23.98,2064.2
1,1000,42,HCM,20,20,stay,10.8231,106.6297,8.8855,95.0557,8.8855,95.0557,31.91,1759.7
1,1000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4223,109.8897,26.4223,109.8897,41.25,1508.9
1,1000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.4223,109.8897,26.4223,109.8897,19.33,2296.0
1,1000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.8855,95.0557,8.8855,95.0557,34.68,1674.6
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4079,109.9463,26.4079,109.9463,50.05,1345.5
2,2000,42,HCM,13,13,stay,10.8231,106.6297,26.4079,109.9463,26.4079,109.9463,21.19,2197.9
2,2000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9125,95.1014,8.9125,95.1014,34.84,1670.2
2,2000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4079,109.9463,26.4079,109.9463,41.21,1509.8
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.4079,109.9463,26.4079,109.9463,35.92,1640.5
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,41,DN,20,20,stay,16.0544,108.2022,8.9125,95.1014,8.9125,95.1014,24.1,2058.9
2,2000,41,DN,13,13,stay,16.0544,108.2022,26.4079,109.9463,26.4079,109.9463,34.95,1667.7
2,2000,42,HCM,13,13,stay,10.8231,106.6297,26.4079,109.9463,26.4079,109.9463,21.19,2197.9
2,2000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4079,109.9463,26.4079,109.9463,41.21,1509.8
2,2000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.4079,109.9463,26.4079,109.9463,19.34,2295.8
2,2000,41,DN,20,20,stay,16.0544,108.2022,8.9125,95.1014,8.9125,95.1014,24.1,2058.9
2,2000,42,HCM,13,13,stay,10.8231,106.6297,26.4079,109.9463,26.4079,109.9463,21.19,2197.9
2,2000,41,DN,13,13,stay,16.0544,108.2022,26.4079,109.9463,26.4079,109.9463,34.95,1667.7
2,2000,42,HCM,20,20,stay,10.8231,106.6297,8.9125,95.1014,8.9125,95.1014,32.05,1755.0
2,2000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.4079,109.9463,26.4079,109.9463,35.92,1640.5
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,41,DN,13,13,stay,16.0544,108.2022,26.4079,109.9463,26.4079,109.9463,34.95,1667.7
2,2000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.4079,109.9463,26.4079,109.9463,41.21,1509.8
2,2000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9125,95.1014,8.9125,95.1014,34.84,1670.2
2,2000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4079,109.9463,26.4079,109.9463,50.05,1345.5
2,2000,41,DN,13,13,stay,16.0544,108.2022,26.4079,109.9463,26.4079,109.9463,34.95,1667.7
2,2000,42,HCM,20,20,stay,10.8231,106.6297,8.9125,95.1014,8.9125,95.1014,32.05,1755.0
2,2000,42,HCM,20,20,stay,10.8231,106.6297,8.9125,95.1014,8.9125,95.1014,32.05,1755.0
2,2000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.4079,109.9463,26.4079,109.9463,50.05,1345.5
2,2000,40,HN,13,13,stay,21.0278,105.8342,26.4079,109.9463,26.4079,109.9463,50.05,1345.6
2,2000,43,Router_Hue,20,20,stay,16.4674,107.5905,8.9125,95.1014,8.9125,95.1014,24.83,2026.6
3,3000,42,HCM,13,13,stay,10.8231,106.6297,26.3936,110.0028,26.3936,110.0028,21.2,2197.5
3,3000,42,HCM,20,20,stay,10.8231,106.6297,8.9396,95.1471,8.9396,95.1471,32.2,1750.4
3,3000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3936,110.0028,26.3936,110.0028,41.17,1510.7
3,3000,42,HCM,13,13,stay,10.8231,106.6297,26.3936,110.0028,26.3936,110.0028,21.2,2197.5
3,3000,42,HCM,20,20,stay,10.8231,106.6297,8.9396,95.1471,8.9396,95.1471,32.2,1750.4
3,3000,41,DN,13,13,stay,16.0544,108.2022,26.3936,110.0028,26.3936,110.0028,34.97,1667.1
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
3,3000,41,DN,13,13,stay,16.0544,108.2022,26.3936,110.0028,26.3936,110.0028,34.97,1667.1
3,3000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.3936,110.0028,26.3936,110.0028,19.34,2295.7
3,3000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9396,95.1471,8.9396,95.1471,34.99,1665.9
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
3,3000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3936,110.0028,26.3936,110.0028,35.93,1640.2
3,3000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3936,110.0028,26.3936,110.0028,49.97,1346.8
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
3,3000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3936,110.0028,26.3936,110.0028,49.97,1346.8
3,3000,43,Router_Hue,20,20,stay,16.4674,107.5905,8.9396,95.1471,8.9396,95.1471,24.95,2021.3
3,3000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3936,110.0028,26.3936,110.0028,35.93,1640.2
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
3,3000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3936,110.0028,26.3936,110.0028,41.17,1510.7
3,3000,42,HCM,13,13,stay,10.8231,106.6297,26.3936,110.0028,26.3936,110.0028,21.2,2197.5
3,3000,41,DN,13,13,stay,16.0544,108.2022,26.3936,110.0028,26.3936,110.0028,34.97,1667.1
3,3000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9396,95.1471,8.9396,95.1471,34.99,1665.9
3,3000,41,DN,20,20,stay,16.0544,108.2022,8.9396,95.1471,8.9396,95.1471,24.22,2053.5
3,3000,42,HCM,20,20,stay,10.8231,106.6297,8.9396,95.1471,8.9396,95.1471,32.2,1750.4
3,3000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3936,110.0028,26.3936,110.0028,49.97,1346.8
3,3000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3936,110.0028,26.3936,110.0028,41.17,1510.7
3,3000,41,DN,20,20,stay,16.0544,108.2022,8.9396,95.1471,8.9396,95.1471,24.22,2053.5
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
3,3000,41,DN,13,13,stay,16.0544,108.2022,26.3936,110.0028,26.3936,110.0028,34.97,1667.1
3,3000,40,HN,13,13,stay,21.0278,105.8342,26.3936,110.0028,26.3936,110.0028,49.97,1346.9
4,4000,41,DN,13,13,stay,16.0544,108.2022,26.3793,110.0593,26.3793,110.0593,34.98,1666.6
4,4000,42,HCM,13,13,stay,10.8231,106.6297,26.3793,110.0593,26.3793,110.0593,21.21,2197.2
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,41,DN,13,13,stay,16.0544,108.2022,26.3793,110.0593,26.3793,110.0593,34.98,1666.6
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9666,95.1928,8.9666,95.1928,35.14,1661.5
4,4000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3793,110.0593,26.3793,110.0593,49.89,1348.1
4,4000,42,HCM,20,20,stay,10.8231,106.6297,8.9666,95.1928,8.9666,95.1928,32.34,1745.8
4,4000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3793,110.0593,26.3793,110.0593,49.89,1348.1
4,4000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3793,110.0593,26.3793,110.0593,49.89,1348.1
4,4000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9666,95.1928,8.9666,95.1928,35.14,1661.5
4,4000,42,HCM,20,20,stay,10.8231,106.6297,8.9666,95.1928,8.9666,95.1928,32.34,1745.8
4,4000,42,HCM,20,20,stay,10.8231,106.6297,8.9666,95.1928,8.9666,95.1928,32.34,1745.8
4,4000,41,DN,13,13,stay,16.0544,108.2022,26.3793,110.0593,26.3793,110.0593,34.98,1666.6
4,4000,43,Router_Hue,20,20,stay,16.4674,107.5905,8.9666,95.1928,8.9666,95.1928,25.08,2016.0
4,4000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3793,110.0593,26.3793,110.0593,35.94,1640.0
4,4000,41,DN,20,20,stay,16.0544,108.2022,8.9666,95.1928,8.9666,95.1928,24.34,2048.2
4,4000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3793,110.0593,26.3793,110.0593,35.94,1640.0
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3793,110.0593,26.3793,110.0593,41.13,1511.7
4,4000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.3793,110.0593,26.3793,110.0593,19.34,2295.6
4,4000,42,HCM,13,13,stay,10.8231,106.6297,26.3793,110.0593,26.3793,110.0593,21.21,2197.2
4,4000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3793,110.0593,26.3793,110.0593,41.13,1511.7
4,4000,41,DN,13,13,stay,16.0544,108.2022,26.3793,110.0593,26.3793,110.0593,34.98,1666.6
4,4000,41,DN,20,20,stay,16.0544,108.2022,8.9666,95.1928,8.9666,95.1928,24.34,2048.2
4,4000,42,HCM,13,13,stay,10.8231,106.6297,26.3793,110.0593,26.3793,110.0593,21.21,2197.2
4,4000,40,HN,13,13,stay,21.0278,105.8342,26.3793,110.0593,26.3793,110.0593,49.88,1348.2
4,4000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3793,110.0593,26.3793,110.0593,41.13,1511.7
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,41,DN,13,13,stay,16.0544,108.2022,26.3649,110.1158,26.3649,110.1158,35.0,1666.1
5,5000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3649,110.1158,26.3649,110.1158,41.09,1512.6
5,5000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9937,95.2385,8.9937,95.2385,35.3,1657.1
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3649,110.1158,26.3649,110.1158,35.94,1639.8
5,5000,41,DN,20,20,stay,16.0544,108.2022,8.9937,95.2385,8.9937,95.2385,24.46,2042.8
5,5000,41,DN,13,13,stay,16.0544,108.2022,26.3649,110.1158,26.3649,110.1158,35.0,1666.1
5,5000,42,HCM,13,13,stay,10.8231,106.6297,26.3649,110.1158,26.3649,110.1158,21.21,2196.8
5,5000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3649,110.1158,26.3649,110.1158,41.09,1512.6
5,5000,42,HCM,20,20,stay,10.8231,106.6297,8.9937,95.2385,8.9937,95.2385,32.49,1741.1
5,5000,41,DN,13,13,stay,16.0544,108.2022,26.3649,110.1158,26.3649,110.1158,35.0,1666.1
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,43,Router_Hue,20,20,stay,16.4674,107.5905,8.9937,95.2385,8.9937,95.2385,25.2,2010.7
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,41,DN,13,13,stay,16.0544,108.2022,26.3649,110.1158,26.3649,110.1158,35.0,1666.1
5,5000,42,HCM,13,13,stay,10.8231,106.6297,26.3649,110.1158,26.3649,110.1158,21.21,2196.8
5,5000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3649,110.1158,26.3649,110.1158,41.09,1512.6
5,5000,42,HCM,20,20,stay,10.8231,106.6297,8.9937,95.2385,8.9937,95.2385,32.49,1741.1
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3649,110.1158,26.3649,110.1158,35.94,1639.8
5,5000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3649,110.1158,26.3649,110.1158,49.8,1349.4
5,5000,45,Router_CanTho,20,20,stay,10.0341,105.788,8.9937,95.2385,8.9937,95.2385,35.3,1657.1
5,5000,42,HCM,20,20,stay,10.8231,106.6297,8.9937,95.2385,8.9937,95.2385,32.49,1741.1
5,5000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3649,110.1158,26.3649,110.1158,49.8,1349.4
5,5000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.3649,110.1158,26.3649,110.1158,19.34,2295.5
5,5000,41,DN,20,20,stay,16.0544,108.2022,8.9937,95.2385,8.9937,95.2385,24.46,2042.8
5,5000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3649,110.1158,26.3649,110.1158,49.8,1349.4
5,5000,40,HN,13,13,stay,21.0278,105.8342,26.3649,110.1158,26.3649,110.1158,49.8,1349.5
5,5000,42,HCM,13,13,stay,10.8231,106.6297,26.3649,110.1158,26.3649,110.1158,21.21,2196.8
6,6000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3505,110.1722,26.3505,110.1722,35.95,1639.7
6,6000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.3505,110.1722,26.3505,110.1722,19.34,2295.4
6,6000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3505,110.1722,26.3505,110.1722,49.72,1350.8
6,6000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3505,110.1722,26.3505,110.1722,41.04,1513.6
6,6000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3505,110.1722,26.3505,110.1722,41.04,1513.6
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,41,DN,20,20,stay,16.0544,108.2022,9.0207,95.2842,9.0207,95.2842,24.58,2037.5
6,6000,41,DN,13,13,stay,16.0544,108.2022,26.3505,110.1722,26.3505,110.1722,35.02,1665.6
6,6000,41,DN,13,13,stay,16.0544,108.2022,26.3505,110.1722,26.3505,110.1722,35.02,1665.6
6,6000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3505,110.1722,26.3505,110.1722,49.72,1350.8
6,6000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.3505,110.1722,26.3505,110.1722,41.04,1513.6
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,41,DN,13,13,stay,16.0544,108.2022,26.3505,110.1722,26.3505,110.1722,35.02,1665.6
6,6000,42,HCM,13,13,stay,10.8231,106.6297,26.3505,110.1722,26.3505,110.1722,21.22,2196.5
6,6000,42,HCM,20,20,stay,10.8231,106.6297,9.0207,95.2842,9.0207,95.2842,32.63,1736.5
6,6000,42,HCM,13,13,stay,10.8231,106.6297,26.3505,110.1722,26.3505,110.1722,21.22,2196.5
6,6000,43,Router_Hue,20,20,stay,16.4674,107.5905,9.0207,95.2842,9.0207,95.2842,25.32,2005.4
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,42,HCM,13,13,stay,10.8231,106.6297,26.3505,110.1722,26.3505,110.1722,21.22,2196.5
6,6000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.3505,110.1722,26.3505,110.1722,35.95,1639.7
6,6000,45,Router_CanTho,20,20,stay,10.0341,105.788,9.0207,95.2842,9.0207,95.2842,35.45,1652.8
6,6000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.3505,110.1722,26.3505,110.1722,49.72,1350.8
6,6000,45,Router_CanTho,20,20,stay,10.0341,105.788,9.0207,95.2842,9.0207,95.2842,35.45,1652.8
6,6000,41,DN,13,13,stay,16.0544,108.2022,26.3505,110.1722,26.3505,110.1722,35.02,1665.6
6,6000,42,HCM,20,20,stay,10.8231,106.6297,9.0207,95.2842,9.0207,95.2842,32.63,1736.5
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,40,HN,13,13,stay,21.0278,105.8342,26.3505,110.1722,26.3505,110.1722,49.71,1350.8
6,6000,42,HCM,20,20,stay,10.8231,106.6297,9.0207,95.2842,9.0207,95.2842,32.63,1736.5
6,6000,41,DN,20,20,stay,16.0544,108.2022,9.0207,95.2842,9.0207,95.2842,24.58,2037.5
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.336,110.2287,26.336,110.2287,41.0,1514.6
7,7000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.336,110.2287,26.336,110.2287,49.63,1352.1
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,41,DN,13,13,stay,16.0544,108.2022,26.336,110.2287,26.336,110.2287,35.03,1665.2
7,7000,41,DN,20,20,stay,16.0544,108.2022,9.0477,95.3299,9.0477,95.3299,24.7,2032.2
7,7000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.336,110.2287,26.336,110.2287,41.0,1514.6
7,7000,45,Router_CanTho,20,20,stay,10.0341,105.788,9.0477,95.3299,9.0477,95.3299,35.6,1648.5
7,7000,43,Router_Hue,20,20,stay,16.4674,107.5905,9.0477,95.3299,9.0477,95.3299,25.45,2000.1
7,7000,42,HCM,13,13,stay,10.8231,106.6297,26.336,110.2287,26.336,110.2287,21.23,2196.2
7,7000,44,Router_Vinh,13,13,stay,18.6717,105.6922,26.336,110.2287,26.336,110.2287,41.0,1514.6
7,7000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.336,110.2287,26.336,110.2287,35.95,1639.5
7,7000,41,DN,13,13,stay,16.0544,108.2022,26.336,110.2287,26.336,110.2287,35.03,1665.2
7,7000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.336,110.2287,26.336,110.2287,49.63,1352.1
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,45,Router_CanTho,20,20,stay,10.0341,105.788,9.0477,95.3299,9.0477,95.3299,35.6,1648.5
7,7000,42,HCM,13,13,stay,10.8231,106.6297,26.336,110.2287,26.336,110.2287,21.23,2196.2
7,7000,43,Router_Hue,13,13,stay,16.4674,107.5905,26.336,110.2287,26.336,110.2287,35.95,1639.5
7,7000,42,HCM,13,13,stay,10.8231,106.6297,26.336,110.2287,26.336,110.2287,21.23,2196.2
7,7000,42,HCM,20,20,stay,10.8231,106.6297,9.0477,95.3299,9.0477,95.3299,32.78,1731.9
7,7000,41,DN,13,13,stay,16.0544,108.2022,26.336,110.2287,26.336,110.2287,35.03,1665.2
7,7000,42,HCM,20,20,stay,10.8231,106.6297,9.0477,95.3299,9.0477,95.3299,32.78,1731.9
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,42,HCM,20,20,stay,10.8231,106.6297,9.0477,95.3299,9.0477,95.3299,32.78,1731.9
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,46,Router_HaNoi,13,13,stay,21.0245,105.8412,26.336,110.2287,26.336,110.2287,49.63,1352.1
7,7000,41,DN,20,20,stay,16.0544,108.2022,9.0477,95.3299,9.0477,95.3299,24.7,2032.2
7,7000,45,Router_CanTho,13,13,stay,10.0341,105.788,26.336,110.2287,26.336,110.2287,19.35,2295.3
7,7000,40,HN,13,13,stay,21.0278,105.8342,26.336,110.2287,26.336,110.2287,49.62,1352.2
7,7000,41,DN,13,13,stay,16.0544,108.2022,26.336,110.2287,26.336,110.2287,35.03,1665.2
8,8000,40,HN,13,13,stay,21.0278,105.8342,26.3216,110.2851,26.3216,110.2851,49.53,1353.6
8,8000,44,Router_Vinh,13,20,handover,18.6717,105.6922,26.3216,110.2851,9.0747,95.3756,25.98,1977.3
8,8000,42,HCM,13,13,stay,10.8231,106.6297,26.3216,110.2851,26.3216,110.2851,21.23,2196.0
8,8000,43,Router_Hue,20,20,stay,16.4674,107.5905,9.0747,95.3756,9.0747,95.3756,25.57,1994.8
